更新时间: 2025-02-08 17:30:27（北京时间）仅供娱乐，切勿商用。

更新时间,#genre#
内蒙古卫视,https://livestream-bt.nmtv.cn/nmtv/2314general.m3u8?txSecret=35f2dd39972cede5222c6bd2c0efe24b&txTime=77395680
内蒙古卫视,http://110.53.52.63:8888/newlive/live/hls/45/live.m3u8
内蒙古卫视,http://148.135.93.213:81/live.php?id=内蒙古卫视
内蒙古卫视,https://livestream-bt.nmtv.cn/nmtv/2314general.m3u8?txSecret=dc348a27bd36fe1bd63562af5e7269ea&txTime=771EF880
宁夏卫视,http://cssbyd.imwork.net:8082/hls/45/index.m3u8
宁夏卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226454/index.m3u8
宁夏卫视,http://36.32.174.67:60080/newlive/live/hls/49/live.m3u8
宁夏卫视,http://110.53.52.63:8888/newlive/live/hls/39/live.m3u8
山西卫视,http://36.32.174.67:60080/newlive/live/hls/43/live.m3u8
山西卫视,http://148.135.93.213:81/live.php?id=山西卫视
山西卫视,http://110.53.52.63:8888/newlive/live/hls/43/live.m3u8
陕西卫视,http://110.53.52.63:8888/newlive/live/hls/40/live.m3u8
陕西卫视,http://36.32.174.67:60080/newlive/live/hls/44/live.m3u8
陕西卫视,http://cssbyd.imwork.net:8082/hls/42/index.m3u8
陕西卫视,http://148.135.93.213:81/live.php?id=陕西卫视
甘肃卫视,http://cssbyd.imwork.net:8082/hls/48/index.m3u8
甘肃卫视,http://148.135.93.213:81/live.php?id=甘肃卫视
甘肃卫视,http://110.53.52.63:8888/newlive/live/hls/35/live.m3u8
甘肃卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221225633
青海卫视,http://110.53.52.63:8888/newlive/live/hls/38/live.m3u8
新疆卫视,http://cc2022.ifengli.com:2000/live/xjws-sd/1500.m3u8?innersid=2025
新疆卫视,http://110.53.52.63:8888/newlive/live/hls/37/live.m3u8
新疆卫视,http://36.32.174.67:60080/newlive/live/hls/47/live.m3u8
西藏卫视,http://php.jdshipin.com:8880/xztv.php?id=ws
西藏卫视,http://148.135.93.213:81/live.php?id=西藏卫视
西藏卫视,http://cssbyd.imwork.net:8082/hls/46/index.m3u8
西藏卫视,http://110.53.52.63:8888/newlive/live/hls/36/live.m3u8
西藏卫视,http://36.32.174.67:60080/newlive/live/hls/48/live.m3u8
三沙卫视,https://pullsstv90080111.ssws.tv/live/SSTV20220729.m3u8
三沙卫视,http://nn.7x9d.cn/地方台8563/海南.php?id=ssws
大湾区卫视,http://gmxw.7766.org:808/hls/132/index.m3u8
大湾区卫视,http://tvbox6.icu/tv/dwqws.m3u8
大湾区卫视,http://nn.7x9d.cn/组播/咪咕视频.php?id=dwqws
大湾区卫视,http://148.135.93.213:81/live.php?id=大湾区卫视
厦门卫视,https://live1b.kxm.xmtv.cn/xmtvbf/playlist.m3u8
厦门卫视,http://31182.hlsplay.aodianyun.com/lms_31182/tv_channel_175.m3u8?zfud
厦门卫视,https://live1b.kxm.xmtv.cn/xmtvbf/tvzb/live.m3u8
兵团卫视,http://liveout.btzx.com.cn/62ds9e/yil08g.m3u8
兵团卫视,https://liveout.btzx.com.cn/62ds9e/yil08g.m3u8
延边卫视,http://live.ybtvyun.com/video/s10006-44f040627ca1/index.m3u8
延边卫视,http://live.ybtvyun.com/video/s10016-7e5f23de35df/index.m3u8
延边卫视,http://live.ybtvyun.com/video/s10006-28bc40431485/index.m3u8
延边卫视,https://live.ybtvyun.com/video/s10006-2f92b9e0b123/index.m3u8
延边卫视,http://live.ybtvyun.com/video/s10006-44f040627ca1/index.m3u8?zjild
延边卫视,http://live.ybtvyun.com/video/s10016-6f0dfd97912f/index.m3u8
安多卫视,http://stream.qhbtv.com/adws/playlist.m3u8
农林卫视,http://gxlive.snrtv.com/nlws-SD.m3u8
山东教育卫视,http://livewai.sdetv.com.cn/live/da4ebbb91ee8468db5a9d230a535391f_transios/playlist.m3u8
山东教育卫视,http://goo.bkpcp.top/mg/sdjy
CETV4,https://gcalic.v.myalicdn.com/gc/wgw05_1/index.m3u8?contentid=2820180516001

数字频道,#genre#
CHC动作电影,http://110.53.52.63:8888/newlive/live/hls/53/live.m3u8
CHC动作电影,http://148.135.93.213:81/live.php?id=CHC动作电影
CHC动作电影,http://182.40.120.191/test-txdwk.flv.huya.com/src/1524439840-1524439840-6547419257519472640-3049003136-10057-A-0-1.m3u8
CHC家庭影院,http://61.162.52.6:8088/newlive/live/hls/60/live.m3u8
CHC家庭影院,http://148.135.93.213:81/live.php?id=CHC家庭影院
CHC家庭影院,http://110.53.52.63:8888/newlive/live/hls/51/live.m3u8
CHC影迷电影,http://110.53.52.63:8888/newlive/live/hls/52/live.m3u8
重温经典,http://148.135.93.213:81/live.php?id=重温经典
重温经典,http://cdn3.132.us.kg/live/cwjd/stream.m3u8
重温经典,http://ali.hlspull.yximgs.com/live/awei_cwjd.flv
星空卫视,http://218.202.220.2:5000/nn_live.ts?id=STARTV
凤凰卫视中文台,http://122.117.71.103:8574/http/61.222.53.250:8078/hls/21/80/phoenixch.m3u8
凤凰卫视中文台,http://148.135.93.213:81/phenix.php?id=fhzw
凤凰卫视中文台,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fhzw
凤凰卫视中文台,http://php.jdshipin.com/TVOD/iptv.php?id=fhzw
凤凰卫视中文台,https://k44991.kylintv.tv/live/pxna_iphone.m3u8
凤凰卫视资讯台,https://k44991.kylintv.tv/live/pxinhd_iphone.m3u8
凤凰卫视资讯台,http://php.jdshipin.com:8880/smt.php?id=phoenixinfo_hd
凤凰卫视资讯台,http://148.135.93.213:81/phenix.php?id=fhzx
凤凰卫视资讯台,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fhzx
凤凰卫视资讯台,http://php.jdshipin.com/TVOD/iptv.php?id=fhzx
凤凰卫视资讯台,http://122.117.71.103:8573/http/61.222.53.250:8078/hls/20/80/phoenixif.m3u8
凤凰卫视香港台,http://148.135.93.213:81/phenix.php?id=fhhk
凤凰卫视香港台,http://aktv.top/AKTV/live/aktv/null-5/AKTV.m3u8
凤凰卫视香港台,http://php.jdshipin.com:8880/smt.php?id=hkphoenix_twn
凤凰卫视电影台,http://home.js001.com:7777/stream/channelid/884059847?profile=pass
求索纪录,http://php.jdshipin.com:8880/itv6.php?cid=hnbblive&id=2000000004000000010
金鹰纪实,http://pili-live-snapshot.tv.hntvcloud.com/mg-tv/channel-7.m3u8
纪实科教,http://111.31.106.140/downflv.brtvcloud.com/8klive/8kliveok.m3u8
魅力足球,http://php.jdshipin.com:8880/itv6.php?cid=bestzb&id=5000000011000031207
五星体育,http://148.135.93.213:81/live.php?id=五星体育
快乐垂钓,http://php.jdshipin.com:8880/itv6.php?cid=bestzb&id=5000000011000031206
快乐垂钓,http://pili-live-snapshot.tv.hntvcloud.com/mg-tv/channel-3.m3u8
欢笑剧场,http://php.jdshipin.com/itv6s.php?cid=bestzb&id=5000000007000010001
游戏风云,http://php.jdshipin.com:8880/itv6.php?cid=bestzb&id=5000000011000031114
金鹰卡通,http://110.53.52.63:8888/newlive/live/hls/49/live.m3u8
金鹰卡通,http://pili-live-snapshot.tv.hntvcloud.com/mg-tv/channel-5.m3u8
哈哈炫动,http://php.jdshipin.com:8880/itv6.php?cid=bestzb&id=5000000011000031123
newtv超级综艺,http://39.134.65.164/PLTV/88888888/224/3221225642/1.m3u8

影视轮播,#genre#
周星驰,https://www.goodiptv.club/huya/11342412
周星驰,http://182.40.120.171/test-txdwk.flv.huya.com/src/1394575534-1394575534-5989656310331736064-2789274524-10057-A-0-1.m3u8
周星驰,http://182.40.120.195/test-txdwk.flv.huya.com/src/1394575534-1394575534-5989656310331736064-2789274524-10057-A-0-1.m3u8
周星驰,http://zby.xjqxz.top/live12/live.m3u8
林正英,https://www.goodiptv.club/douyu/310926
林正英,http://182.40.120.195/test-txdwk.flv.huya.com/src/1394575543-1394575543-5989656348986441728-2789274542-10057-A-0-1.m3u8
奇幻系列,https://www.goodiptv.club/douyu/2935323
影视轮播1,http://1.94.31.214:35455/huya/11342424
影视轮播1,http://1.94.31.214:35455/huya/29982675
影视轮播1,https://www.goodiptv.club/douyu/3379942
影视轮播1,http://1.94.31.214:35455/huya/11342390
影视轮播1,http://1.94.31.214:35455/huya/11352935
影视轮播1,http://zzy789.xyz/douyu1.php?id=3379942
影视轮播1,https://www.goodiptv.club/douyu/12143022
影视轮播1,https://www.goodiptv.club/douyu/74374
影视轮播2,https://www.goodiptv.club/douyu/315457
影视轮播2,http://1.94.31.214:35455/huya/11601986
影视轮播2,https://www.goodiptv.club/douyu/6566671
影视轮播2,http://1.94.31.214:35455/huya/11352876
影视轮播2,http://zzy789.xyz/douyu1.php?id=8770422
影视轮播2,https://www.goodiptv.club/douyu/431460
影视轮播2,http://1.94.31.214:35455/huya/11601968
影视轮播3,https://www.goodiptv.club/douyu/263824
影视轮播3,https://www.goodiptv.club/douyu/85894
影视轮播3,http://1.94.31.214:35455/huya/11342435
影视轮播3,https://www.goodiptv.club/douyu/3928
影视轮播3,http://1.94.31.214:35455/huya/11352941
影视轮播3,https://www.goodiptv.club/douyu/434971
影视轮播4,http://zzy789.xyz/douyu1.php?id=6140589
影视轮播4,https://www.goodiptv.club/douyu/52787
影视轮播4,https://www.goodiptv.club/douyu/2793084
影视轮播4,http://tc-tct.douyucdn2.cn/dyliveflv1a/2793084rIbiQ5ENq_2000.xs?wsAuth=e4f61a80fbd39502e58524bfc7bee217&token=web-h5-0-2793084-3f569b7e953394a7cfee075c2c4417db51e642dcbf319d4b&logo=0&expire=0&did=d1bae13724faf6e93becdd6000021601&origin=tct
影视轮播4,https://www.goodiptv.club/douyu/20415
经典老剧1,http://zzy789.xyz/douyu1.php?id=3113309
经典老剧1,http://1.94.31.214:35455/huya/11602081
经典老剧1,http://1.94.31.214:35455/huya/26355861
经典老剧1,http://1.94.31.214:35455/huya/23728660
经典老剧1,http://182.40.120.195/test-txdwk.flv.huya.com/src/1423787831-1423787831-6115122170587774976-2847699118-10057-A-0-1.m3u8
经典老剧1,http://182.40.120.195/test-txdwk.flv.huya.com/src/1394565188-1394565188-5989611874600091648-2789253832-10057-A-0-1.m3u8
经典老剧1,https://lunbo.freetv.top/yy/1354930932
经典老剧1,http://wab201.win:35455/yy/1353392400
经典老剧1,http://1.94.31.214:35455/huya/29465859
经典老剧1,http://rihou.cc:555/huyad.php?id=11602081
经典老剧1,https://www.goodiptv.club/douyu/10198644
经典老剧2,https://lunbo.freetv.top/yy/1382749903
经典老剧2,https://lunbo.freetv.top/yy/1353426319
经典老剧2,http://1.94.31.214:35455/huya/11342403
经典老剧2,http://wab201.win:35455/yy/1382749903
经典老剧2,http://182.40.120.195/test-txdwk.flv.huya.com/src/1099531752675-1099531752675-86435783040303104-2199063628806-10057-A-0-1.m3u8
经典老剧2,http://1.94.31.214:35455/huya/23903123
经典老剧2,https://www.goodiptv.club/douyu/4549169
经典老剧2,https://lunbo.freetv.top/yy/1354930909
经典老剧2,https://lunbo.freetv.top/yy/1351814644
经典老剧2,http://1.94.31.214:35455/huya/23734246
经典老剧2,http://1.94.31.214:35455/huya/11352964
经典老剧2,http://rihou.cc:555/huyad.php?id=23865142
经典老剧2,https://www.goodiptv.club/douyu/11922242
经典老剧2,https://lunbo.freetv.top/yy/1354210357
经典老剧2,http://1.94.31.214:35455/huya/23865171
经典老剧2,http://1.94.31.214:35455/huya/26355790
经典老剧2,http://1.94.31.214:35455/huya/23824164
经典老剧2,http://1.94.31.214:35455/huya/29465849
经典老剧2,http://1.94.31.214:35455/huya/23865142
经典老剧2,https://www.goodiptv.club/douyu/12191214
经典老剧3,http://wab201.win:35455/yy/28265277
经典老剧3,http://182.40.120.195/test-txdwk.flv.huya.com/src/1394575548-1394575548-5989656370461278208-2789274552-10057-A-0-1.m3u8
经典老剧3,http://182.40.120.195/test-txdwk.flv.huya.com/src/1423787855-1423787855-6115122273666990080-2847699166-10057-A-0-1.m3u8
经典老剧3,https://lunbo.freetv.top/yy/1354658049
经典老剧3,http://wab201.win:35455/yy/1356043677
经典老剧3,http://wab201.win:35455/yy/1382851146
经典老剧3,http://1.94.31.214:35455/huya/11342396
经典老剧3,http://1.94.31.214:35455/huya/26355767
经典老剧3,http://wab201.win:35455/yy/1382736814
经典动漫,http://182.40.120.195/test-txdwk.flv.huya.com/src/1524418081-1524418081-6547325803326078976-3048959618-10057-A-0-1.m3u8
经典动漫,http://182.40.120.180/test-txdwk.flv.huya.com/src/1423782038-1423782038-6115097289842229248-2847687532-10057-A-0-1.m3u8
经典动漫,http://182.40.120.230/test-txdwk.flv.huya.com/src/1423787878-1423787878-6115122372451237888-2847699212-10057-A-0-1.m3u8
经典动漫,http://dns.yiandrive.com:15907/bilibili/30837590
经典动漫,https://www.goodiptv.club/douyu/1487654
经典动漫,http://1.94.31.214:35455/huya/11352879
经典动漫,http://dns.yiandrive.com:15907/huya/11601966
经典动漫,https://www.goodiptv.club/douyu/6484910
经典动漫,http://1.94.31.214:35455/huya/11601963

